book_id,original_title,title,image_url,average_rating,original_publication_year,authors,language_code,ratings_count
11735983,Insurgent,"Insurgent (Divergent, #2)",https://images.gr-assets.com/books/1325667729m/11735983.jpg,4.07,2012.0,veronica roth,eng,836362
128029,A Thousand Splendid Suns,A Thousand Splendid Suns,https://images.gr-assets.com/books/1345958969m/128029.jpg,4.34,2007.0,khaled hosseini,eng,818742
375802,Ender's Game,"Ender's Game (Ender's Saga, #1)",https://images.gr-assets.com/books/1408303130m/375802.jpg,4.3,1985.0,orson scott card,eng,813439
18490,"Frankenstein; or, The Modern Prometheus",Frankenstein,https://images.gr-assets.com/books/1381512375m/18490.jpg,3.75,1818.0,"mary wollstonecraft shelley, percy bysshe shelley, maurice hindle",eng,808589
11588,The Shining,The Shining (The Shining #1),https://images.gr-assets.com/books/1353277730m/11588.jpg,4.17,1977.0,stephen king,eng,791850
99561,Looking for Alaska,Looking for Alaska,https://images.gr-assets.com/books/1394798630m/99561.jpg,4.09,2005.0,john green,eng,783470
1656001,The Host,"The Host (The Host, #1)",https://images.gr-assets.com/books/1318009171m/1656001.jpg,3.84,2008.0,stephenie meyer,eng,749780
38709,Holes,"Holes (Holes, #1)",https://images.gr-assets.com/books/1327781893m/38709.jpg,3.93,1998.0,"louis sachar, louis sachar",eng,747445
14050,The Time Traveler's Wife,The Time Traveler's Wife,https://images.gr-assets.com/books/1437728815m/14050.jpg,3.95,2003.0,audrey niffenegger,eng,746287
14935,Sense and Sensibility,Sense and Sensibility,https://images.gr-assets.com/books/1397245675m/14935.jpg,4.06,1811.0,"jane austen, tony tanner, ros ballaster",eng,738894
157993,Le Petit Prince,The Little Prince,https://images.gr-assets.com/books/1367545443m/157993.jpg,4.28,1946.0,"antoine de saint-exupery, richard howard, dom marcos barbosa, melina karakosta",eng,738757
227443,,"Bridget Jones's Diary (Bridget Jones, #1)",https://images.gr-assets.com/books/1292060045m/227443.jpg,3.75,1996.0,helen fielding,eng,736498
6186357,The Maze Runner,"The Maze Runner (Maze Runner, #1)",https://images.gr-assets.com/books/1375596592m/6186357.jpg,4.02,2009.0,james dashner,eng,719925
370493,The Giving Tree,The Giving Tree,https://images.gr-assets.com/books/1174210942m/370493.jpg,4.38,1964.0,shel silverstein,eng,702332
1617,Un di Velt Hot Geshvign,Night (The Night Trilogy #1),https://images.gr-assets.com/books/1473495285m/1617.jpg,4.3,1958.0,"elie wiesel, marion wiesel",eng,691231
1381,Ὀδύσσεια,The Odyssey,https://images.gr-assets.com/books/1390173285m/1381.jpg,3.73,-720.0,"homer, robert fagles, e.v. rieu, frederic mugler, bernard knox",eng,670326
5139,The Devil Wears Prada,"The Devil Wears Prada (The Devil Wears Prada, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.7,2003.0,lauren weisberger,eng,665930
231804,The Outsiders,The Outsiders,https://images.gr-assets.com/books/1442129426m/231804.jpg,4.06,1967.0,s.e. hinton,eng,659248
1845,Into the Wild,Into the Wild,https://images.gr-assets.com/books/1403173986m/1845.jpg,3.94,1996.0,jon krakauer,eng,647684
2998,The Secret Garden,The Secret Garden,https://images.gr-assets.com/books/1327873635m/2998.jpg,4.12,1911.0,frances hodgson burnett,eng,639357
1953,A Tale of Two Cities,A Tale of Two Cities,https://images.gr-assets.com/books/1344922523m/1953.jpg,3.81,1859.0,"charles dickens, richard maxwell, hablot knight browne",eng,637412
21787,The Princess Bride,The Princess Bride ,https://images.gr-assets.com/books/1327903636m/21787.jpg,4.25,1973.0,william goldman,eng,628637
7445,The Glass Castle,The Glass Castle,https://images.gr-assets.com/books/1400930557m/7445.jpg,4.24,2005.0,jeannette walls,eng,621099
19543,Where the Wild Things Are,Where the Wild Things Are,https://images.gr-assets.com/books/1384434560m/19543.jpg,4.22,1963.0,maurice sendak,eng,620618
17245,Dracula,Dracula,https://images.gr-assets.com/books/1387151694m/17245.jpg,3.98,1897.0,"bram stoker, nina auerbach, david j. skal",eng,618973
18131,A Wrinkle in Time,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)",https://images.gr-assets.com/books/1329061522m/18131.jpg,4.04,1962.0,madeleine l'engle,eng,615907
9460487,Miss Peregrine’s Home for Peculiar Children,"Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children, #1)",https://images.gr-assets.com/books/1472782916m/9460487.jpg,3.89,2011.0,ransom riggs,eng,613674
38447,The Handmaid's Tale,The Handmaid's Tale,https://images.gr-assets.com/books/1498057733m/38447.jpg,4.06,1985.0,margaret atwood,eng,607889
32542,A Time to Kill,A Time to Kill,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.03,1989.0,john grisham,eng,597775
3777732,City of Glass,"City of Glass (The Mortal Instruments, #3)",https://images.gr-assets.com/books/1369452339m/3777732.jpg,4.34,2009.0,cassandra clare,eng,593173
5297,The Picture of Dorian Gray,The Picture of Dorian Gray,https://images.gr-assets.com/books/1424596966m/5297.jpg,4.06,1891.0,"oscar wilde, jeffrey eugenides",eng,590014
15507958,Me Before You,"Me Before You (Me Before You, #1)",https://images.gr-assets.com/books/1357108762m/15507958.jpg,4.27,2012.0,jojo moyes,eng,587647
4381,Fahrenheit 451,Fahrenheit 451,https://images.gr-assets.com/books/1351643740m/4381.jpg,3.97,1953.0,ray bradbury,spa,570498
5060378,Flickan som lekte med elden,"The Girl Who Played with Fire (Millennium, #2)",https://images.gr-assets.com/books/1351778881m/5060378.jpg,4.22,2006.0,"stieg larsson, reg keeland",eng,563994
168668,Catch-22,Catch-22,https://images.gr-assets.com/books/1463157317m/168668.jpg,3.98,1961.0,joseph heller,eng,563265
11084145,Steve Jobs,Steve Jobs,https://images.gr-assets.com/books/1327861368m/11084145.jpg,4.09,2011.0,walter isaacson,eng,560715
6900,Tuesdays with Morrie,Tuesdays with Morrie,https://images.gr-assets.com/books/1423763749m/6900.jpg,4.06,1997.0,"mitch albom, saulius dagys",eng,556518
7126,Le Comte de Monte-Cristo,The Count of Monte Cristo,https://images.gr-assets.com/books/1309203605m/7126.jpg,4.21,1844.0,"alexandre dumas, robin buss",eng,555822
24583,The Adventures of Tom Sawyer,The Adventures of Tom Sawyer,https://images.gr-assets.com/books/1404811979m/24583.jpg,3.89,1876.0,"mark twain, guy cardwell, john seelye",eng,555359
11857408,Fifty Shades Darker,"Fifty Shades Darker (Fifty Shades, #2)",https://images.gr-assets.com/books/1358266080m/11857408.jpg,3.87,2011.0,e.l. james,eng,552059
3473,A Walk to Remember,A Walk to Remember,https://images.gr-assets.com/books/1385738968m/3473.jpg,4.15,1999.0,nicholas sparks,eng,546948
7244,The Poisonwood Bible,The Poisonwood Bible,https://images.gr-assets.com/books/1412242487m/7244.jpg,4.02,1998.0,barbara kingsolver,eng,546502
9416,Confessions of a Shopaholic,"Confessions of a Shopaholic (Shopaholic, #1)",https://images.gr-assets.com/books/1327872404m/9416.jpg,3.61,2000.0,sophie kinsella,eng,543658
1582996,City of Ashes,"City of Ashes (The Mortal Instruments, #2)",https://images.gr-assets.com/books/1432730356m/1582996.jpg,4.21,2008.0,cassandra clare,eng,541117
452306,The Sisterhood of the Traveling Pants,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",https://images.gr-assets.com/books/1461611233m/452306.jpg,3.75,2001.0,ann brashares,eng,525706
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)",https://images.gr-assets.com/books/1327909092m/1202.jpg,3.93,2005.0,"steven d. levitt, stephen j. dubner",eng,524191
10572,A Clash of Kings,"A Clash of Kings  (A Song of Ice and Fire, #2)",https://images.gr-assets.com/books/1358254974m/10572.jpg,4.4,1998.0,george r.r. martin,eng,523303
2165,The Old Man and the Sea,The Old Man and the Sea,https://images.gr-assets.com/books/1329189714m/2165.jpg,3.73,1952.0,ernest hemingway,eng,520630
1420,"The Tragicall Historie of Hamlet, Prince of Denmark",Hamlet,https://images.gr-assets.com/books/1351051208m/1420.jpg,4.0,1600.0,"william shakespeare, richard andrews, rex gibson",eng,515820
10964,Outlander,"Outlander (Outlander, #1)",https://images.gr-assets.com/books/1402600310m/10964.jpg,4.2,1991.0,diana gabaldon,eng,515547
7763,The Joy Luck Club,The Joy Luck Club,https://images.gr-assets.com/books/1304978653m/7763.jpg,3.9,1989.0,amy tan,eng,515090
28186,The Sea of Monsters,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",https://images.gr-assets.com/books/1400602661m/28186.jpg,4.23,2006.0,rick riordan,eng,514932
15745753,Eleanor & Park,Eleanor & Park,https://images.gr-assets.com/books/1341952742m/15745753.jpg,4.11,2013.0,rainbow rowell,eng,514312
24280,Les Misérables,Les Misérables,https://images.gr-assets.com/books/1411852091m/24280.jpg,4.14,1862.0,"victor hugo, lee fahnestock, norman macafee",eng,513407
8442457,Gone Girl,Gone Girl,https://images.gr-assets.com/books/1339602131m/8442457.jpg,4.03,2012.0,gillian flynn,eng,512475
7735333,Matched,"Matched (Matched, #1)",https://images.gr-assets.com/books/1367706191m/7735333.jpg,3.68,2010.0,ally condie,eng,511815
7937843,Room,Room,https://images.gr-assets.com/books/1344265419m/7937843.jpg,4.03,2010.0,emma donoghue,eng,511360
12296,The Scarlet Letter,The Scarlet Letter,https://images.gr-assets.com/books/1404810944m/12296.jpg,3.37,1850.0,"nathaniel hawthorne, thomas e. connolly, nina baym",eng,509883
2120932,The Battle of the Labyrinth,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",https://images.gr-assets.com/books/1443142158m/2120932.jpg,4.39,2008.0,rick riordan,eng,508214
37442,Wicked: The Life and Times of the Wicked Witch of the West,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",https://images.gr-assets.com/books/1437733293m/37442.jpg,3.52,1995.0,"gregory maguire, douglas smith",eng,506900
9418327,Bossypants,Bossypants,https://images.gr-assets.com/books/1481509554m/9418327.jpg,3.94,2011.0,tina fey,eng,506250
10507293,The Selection,"The Selection (The Selection, #1)",https://images.gr-assets.com/books/1322103400m/10507293.jpg,4.15,2012.0,kiera cass,eng,505340
6288,The Road,The Road,https://images.gr-assets.com/books/1439197219m/6288.jpg,3.95,2006.0,cormac mccarthy,eng,504793
4374400,If I Stay,"If I Stay (If I Stay, #1)",https://images.gr-assets.com/books/1347462970m/4374400.jpg,3.96,2009.0,gayle forman,eng,503527
8127,Anne of Green Gables,"Anne of Green Gables (Anne of Green Gables, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.23,1908.0,l.m. montgomery,eng,502247
10441,The Memory Keeper's Daughter,The Memory Keeper's Daughter,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.64,2005.0,kim edwards,eng,501430
8852,The Tragedy of Macbeth,Macbeth,https://images.gr-assets.com/books/1459795224m/8852.jpg,3.88,1606.0,william shakespeare,eng,496018
4137,Me Talk Pretty One Day,Me Talk Pretty One Day,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.97,2000.0,david sedaris,eng,495736
332613,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,https://images.gr-assets.com/books/1485308778m/332613.jpg,4.18,1962.0,ken kesey,eng,491642
7171637,Clockwork Angel,"Clockwork Angel (The Infernal Devices, #1)",https://images.gr-assets.com/books/1454962884m/7171637.jpg,4.33,2010.0,cassandra clare,eng,490890
320,Cien años de soledad,One Hundred Years of Solitude,https://images.gr-assets.com/books/1327881361m/320.jpg,4.04,1967.0,"gabriel garcía márquez, gregory rabassa",eng,490565
2612,The Tipping Point: How Little Things Can Make a Big Difference,The Tipping Point: How Little Things Can Make a Big Difference,https://images.gr-assets.com/books/1473396980m/2612.jpg,3.92,2000.0,malcolm gladwell,eng,490504
5358,The Firm,"The Firm (Penguin Readers, Level 5)",https://images.gr-assets.com/books/1418465200m/5358.jpg,3.99,1991.0,john grisham,eng,488269
2187,Middlesex,Middlesex,https://images.gr-assets.com/books/1437029776m/2187.jpg,3.98,2002.0,jeffrey eugenides,eng,488243
8664353,"Unbroken: A World War II Story of Survival, Resilience, and Redemption","Unbroken: A World War II Story of Survival, Resilience, and Redemption",https://images.gr-assets.com/books/1327861115m/8664353.jpg,4.4,2010.0,laura hillenbrand,eng,487775
234225,Dune,Dune (Dune Chronicles #1),https://images.gr-assets.com/books/1434908555m/234225.jpg,4.19,1965.0,frank herbert,eng,485032
15241,The Two Towers,"The Two Towers (The Lord of the Rings, #2)",https://images.gr-assets.com/books/1298415523m/15241.jpg,4.42,1954.0,j.r.r. tolkien,eng,480446
18143977,,All the Light We Cannot See,https://images.gr-assets.com/books/1451445646m/18143977.jpg,4.31,2014.0,anthony doerr,eng,470001
7604,Lolita,Lolita,https://images.gr-assets.com/books/1377756377m/7604.jpg,3.88,1955.0,"vladimir nabokov, craig raine",eng,469836
62291,A Storm of Swords,"A Storm of Swords (A Song of Ice and Fire, #3)",https://images.gr-assets.com/books/1497931121m/62291.jpg,4.54,2000.0,george r.r. martin,eng,469022
2865,Girl with a Pearl Earring,Girl with a Pearl Earring,https://images.gr-assets.com/books/1327197580m/2865.jpg,3.85,1999.0,tracy chevalier,eng,467577
137791,Divine Secrets of the Ya-Ya Sisterhood,Divine Secrets of the Ya-Ya Sisterhood,https://images.gr-assets.com/books/1408313524m/137791.jpg,3.79,1996.0,rebecca wells,eng,465676
18512,The Return of the King,"The Return of the King (The Lord of the Rings, #3)",https://images.gr-assets.com/books/1389977161m/18512.jpg,4.51,1955.0,j.r.r. tolkien,eng,463959
1217100,Thirteen Reasons Why,Thirteen Reasons Why,https://images.gr-assets.com/books/1333822506m/1217100.jpg,4.02,2007.0,jay asher,eng,463783
18710190,Allegiant,"Allegiant (Divergent, #3)",https://images.gr-assets.com/books/1395582745m/18710190.jpg,3.63,2013.0,veronica roth,eng,463257
5043,The Pillars of the Earth,"The Pillars of the Earth (The Kingsbridge Series, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.29,1989.0,ken follett,eng,462517
6442769,Paper Towns,Paper Towns,https://images.gr-assets.com/books/1349013610m/6442769.jpg,3.88,2008.0,john green,eng,461311
6969,Emma,Emma,https://images.gr-assets.com/books/1373627931m/6969.jpg,3.99,1815.0,"jane austen, fiona stafford",eng,459826
2623,Great Expectations,Great Expectations,https://images.gr-assets.com/books/1327920219m/2623.jpg,3.75,1860.0,charles dickens,eng,459247
23772,Green Eggs and Ham,Green Eggs and Ham,https://images.gr-assets.com/books/1468680100m/23772.jpg,4.29,1960.0,"dr. seuss, לאה נאור",eng,457475
976,Deception Point,Deception Point,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.67,2001.0,dan brown,eng,455610
6310,Charlie and the Chocolate Factory,"Charlie and the Chocolate Factory (Charlie Bucket, #1)",https://images.gr-assets.com/books/1309211401m/6310.jpg,4.1,1964.0,"roald dahl, quentin blake",eng,453959
3431,The Five People You Meet in Heaven,The Five People You Meet in Heaven,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.9,2003.0,mitch albom,,449501
24770,Uglies,"Uglies (Uglies, #1)",https://images.gr-assets.com/books/1443904172m/24770.jpg,3.86,2005.0,scott westerfeld,eng,449073
6339664,"Hush, Hush","Hush, Hush (Hush, Hush, #1)",https://images.gr-assets.com/books/1358261334m/6339664.jpg,4.0,2009.0,becca fitzpatrick,eng,448166
7677,Jurassic Park,"Jurassic Park (Jurassic Park, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.96,1990.0,michael crichton,spa,447833
561456,The Titan's Curse,"The Titan's Curse (Percy Jackson and the Olympians, #3)",https://images.gr-assets.com/books/1361038385m/561456.jpg,4.33,2007.0,rick riordan,eng,446668
6892870,Luftslottet som sprängdes,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",https://images.gr-assets.com/books/1327708260m/6892870.jpg,4.2,2007.0,"stieg larsson, reg keeland",eng,443951
5526,Dear John,Dear John,https://images.gr-assets.com/books/1397749854m/5526.jpg,4.01,2006.0,nicholas sparks,eng,441062
39988,Matilda,Matilda,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.29,1988.0,"roald dahl, quentin blake",eng,440743
149267,The Stand,The Stand,https://images.gr-assets.com/books/1213131305m/149267.jpg,4.34,1978.0,"stephen king, bernie wrightson",eng,438832
6304335,Beautiful Creatures,"Beautiful Creatures (Caster Chronicles, #1)",https://images.gr-assets.com/books/1327873282m/6304335.jpg,3.76,2009.0,"kami garcia, margaret stohl",eng,436093
